rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB
1567,CHEMBL2311030,ERGOLOID MESYLATES,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O,0.057423235844027226,0.0006012646,0.63251495,0.49788207,2533,445,1394
1568,CHEMBL1372,OXIGLUTATIONE,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,0.05712196895934891,0.00077137735,0.34963933,0.6910703,2460,927,1102
1569,CHEMBL76,CHLOROQUINE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.057064486258510634,0.03019339,0.12356666,0.04980634,1146,1701,2572
1570,CHEMBL1083385,CLOPIDOGREL BISULFATE,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,0.057063797214270705,0.043985676,0.0044994946,0.93887323,1025,2978,547
1571,CHEMBL1201156,NORTRIPTYLINE HYDROCHLORIDE,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,0.056808729440248965,0.06004471,0.117614836,0.025960226,909,1730,2694
1572,CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,0.056755958629701085,0.00019692743,0.94465274,0.98277974,2841,93,298
1573,CHEMBL1294,QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.0565811635355384,0.0069760694,0.030492514,0.85155267,1654,2409,809
1574,CHEMBL1205,NELFINAVIR MESYLATE,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.05653300492645395,0.0016824964,0.11533642,0.9310769,2191,1747,575
1575,CHEMBL1200503,BROMOCRIPTINE MESYLATE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,0.05623563190472602,0.0014366638,0.4706815,0.262998,2253,685,1833
1576,CHEMBL3545253,FLORTAUCIPIR F 18,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0.05612301578689009,0.074942306,0.11730224,0.020108962,826,1732,2726
1577,CHEMBL3546271,FLORTAUCIPIR,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0.05612301578689009,0.074942306,0.11730224,0.020108962,826,1732,2726
1578,CHEMBL3544906,BENZPHETAMINE HYDROCHLORIDE,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl,0.05597718097228092,0.0029687847,0.06312756,0.9359126,1988,2067,560
1579,CHEMBL1200955,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,0.05594107084138516,0.0049185697,0.035936613,0.9904128,1779,2341,210
1580,CHEMBL1788403,BIOALLETHRIN,C=CCC1=C(C)C(OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,0.05557707027243112,0.0016590655,0.23822103,0.43435347,2200,1237,1509
1581,CHEMBL633,AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0.055512866239147945,0.09916317,0.014463647,0.11927591,696,2692,2267
1582,CHEMBL1480,FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.05536003943908613,0.01035645,0.09844619,0.16640995,1515,1823,2082
1583,CHEMBL673,PARGYLINE,C#CCN(C)Cc1ccccc1,0.055336899659618334,0.0018493015,0.09399658,0.9748207,2159,1855,376
1584,CHEMBL1308,FOMEPIZOLE,Cc1cn[nH]c1,0.055324690978089196,0.029485172,0.25512522,0.022511268,1156,1188,2715
1585,CHEMBL1744447,ROSUVASTATIN CALCIUM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],0.05530908230144015,0.019478092,0.08739348,0.09939485,1296,1888,2340
1586,CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.05530196193489002,0.008508258,0.17210197,0.115503475,1591,1491,2282
1587,CHEMBL3989556,REMOXIPRIDE HYDROCHLORIDE,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC.Cl.O,0.05516425357621215,0.02766062,0.025657184,0.2365388,1175,2473,1885
1588,CHEMBL2105749,SAMIDORPHAN L-MALATE,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,0.05512362117846085,0.00058752846,0.6109338,0.46664873,2539,475,1455
1589,CHEMBL1148,TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.05501649851789603,0.08328171,0.07634589,0.026190488,775,1974,2693
1590,CHEMBL317094,IMIDAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,0.05498509783948516,0.0014932026,0.24838726,0.4482156,2235,1207,1484
1591,CHEMBL3182733,PRAMIPEXOLE DIHYDROCHLORIDE,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,0.05498342968487283,0.072351836,0.0036898965,0.6226323,840,3005,1213
1592,CHEMBL1251,GANIRELIX,CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.05483298682045968,0.00019747269,0.8362274,0.99837613,2840,195,72
1593,CHEMBL4650485,PIRTOBRUTINIB,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,0.0547679139896653,0.021507308,0.15444179,0.049456988,1258,1570,2576
1594,CHEMBL1484,NICARDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.054737493674984136,0.0037931888,0.08632094,0.50088054,1880,1900,1390
1595,CHEMBL1200841,PROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,0.054666828805694005,0.0009513466,0.4029263,0.42619392,2391,809,1526
1596,CHEMBL3989915,DIFELIKEFALIN,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1,0.054638573522173786,0.0007882929,0.2113518,0.9790492,2455,1340,333
1597,CHEMBL3188267,CAPMATINIB,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,0.0545122640976589,0.047188345,0.05561015,0.06172966,998,2134,2509
1598,CHEMBL261772,MECLOCYCLINE SULFOSALICYLATE,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,0.054347392555560085,0.0017829584,0.44709733,0.20136909,2169,719,1979
1599,CHEMBL569,PROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.05434332407542536,0.00073643797,0.4301365,0.5066361,2472,748,1379
1600,CHEMBL1652,AMBENONIUM,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,0.05413326854670078,0.00841087,0.046309102,0.40727282,1594,2210,1556
1601,CHEMBL4298171,LINZAGOLIX CHOLINE,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F.C[N+](C)(C)CCO,0.05404927024872097,0.13144086,0.02862342,0.041967932,584,2436,2609
1602,CHEMBL231813,TELAPREVIR,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,0.053886946735830527,0.0046308367,0.07807578,0.43278766,1805,1956,1515
1603,CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,CC(C)NC(C)Cc1ccc([123I])cc1.Cl,0.05382165067844737,0.60079765,0.00886889,0.029259944,199,2827,2679
1604,CHEMBL1116,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.05371102473188391,0.0059899953,0.23021838,0.112363145,1705,1263,2289
1605,CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.05367992227740467,0.011021931,0.13540225,0.103645876,1495,1643,2316
1606,CHEMBL544665,FINGOLIMOD HYDROCHLORIDE,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,0.05356249038071971,0.0008102847,0.19518897,0.9716043,2443,1402,401
1607,CHEMBL1518,PROPYLTHIOURACIL,CCCc1cc(=O)[nH]c(=S)[nH]1,0.05347378666528078,0.025955798,0.23684135,0.024873154,1196,1243,2698
1608,CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,CC(N)C(O)c1ccccc1.Cl,0.05342546588053263,0.041912347,0.19667919,0.018498847,1048,1395,2740
1609,CHEMBL1631694,FEXINIDAZOLE,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,0.05338431373816927,0.02272079,0.06642625,0.100804,1246,2047,2332
1610,CHEMBL1200366,CEPHALEXIN HYDROCHLORIDE,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.Cl.O,0.05337151003408411,0.0036857335,0.5383888,0.07661408,1897,582,2438
1611,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,0.05332974357651363,0.008661898,0.021022445,0.83293706,1580,2561,845
1612,CHEMBL787,MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0.05331773156105173,0.009574635,0.09396223,0.16847654,1549,1856,2074
1613,CHEMBL1469,PHENYLBUTANOIC ACID,O=C(O)CCCc1ccccc1,0.0532225311461987,0.0012183221,0.19144213,0.6463787,2304,1422,1171
1614,CHEMBL462394,METRIZAMIDE,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,0.053026041802994556,0.02467852,0.00941572,0.6416453,1214,2809,1179
1615,CHEMBL1069,VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,0.05301233869252821,0.045785096,0.07331271,0.044384114,1011,1998,2598
1616,CHEMBL920,CHOLINE,C[N+](C)(C)CCO,0.05299775935878405,0.024849204,0.02518858,0.23782438,1211,2484,1878
1617,CHEMBL3301670,DIFEMERINE HYDROCHLORIDE,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,0.052806093325441755,0.034112755,0.031571276,0.1367235,1111,2393,2194
1618,CHEMBL481,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0.052735671500763553,0.0087487,0.017093096,0.9807295,1578,2638,317
1619,CHEMBL3991065,ATOGEPANT,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0.0526404139687203,0.023153335,0.0063480525,0.9924388,1238,2904,174
1620,CHEMBL434200,TERTATOLOL,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,0.05253942885151327,0.013492055,0.011321549,0.94944954,1419,2755,508
1621,CHEMBL1040,CALCIFEDIOL ANHYDROUS,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,0.052519212822338485,0.0022611958,0.08269076,0.7747464,2089,1927,969
1622,CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.05247227484402449,0.007432322,0.08197588,0.23712592,1633,1933,1881
1623,CHEMBL1738990,LEVOPROPOXYPHENE,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,0.05238315171283099,0.013151338,0.037754063,0.28949505,1431,2322,1776
1624,CHEMBL476960,VOGLIBOSE,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,0.052312985714731364,0.029930204,0.004805069,0.99544924,1152,2965,119
1625,CHEMBL1201340,DIPHEMANIL,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0.052196767631135996,0.01545369,0.021404237,0.42993122,1373,2551,1521
1626,CHEMBL2104594,CALCIUM GLUBIONATE,O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],0.052109814496616814,0.012843008,0.08695137,0.12671131,1445,1892,2235
1627,CHEMBL1254682,LEVALLORPHAN,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,0.052068203646196055,0.0004829197,0.5543381,0.5273126,2597,561,1353
1628,CHEMBL1568057,METAPROTERENOL SULFATE,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,0.05198036065388858,0.00647536,0.27772465,0.078097925,1677,1117,2429
1629,CHEMBL1089318,OPICAPONE,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,0.05164400441262694,0.07335215,0.14880982,0.012618721,834,1601,2802
1630,CHEMBL1201059,PROGUANIL HYDROCHLORIDE,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,0.05155076955434863,0.00013772199,0.9953434,0.99937636,2936,8,45
1631,CHEMBL1201322,THONZONIUM,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0.0515202856785678,0.005737758,0.027737271,0.85926867,1719,2444,789
1632,CHEMBL2219740,CALCIUM GLUBIONATE ANHYDROUS,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],0.051504006101515606,0.013196604,0.08574402,0.12074159,1428,1903,2261
1633,CHEMBL1200426,METHIXENE HYDROCHLORIDE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O,0.05136360871647926,0.012366132,0.010977692,0.9982091,1453,2761,78
1634,CHEMBL22242,REMOXIPRIDE,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0.05123354413102406,0.02665595,0.017582549,0.28693742,1188,2628,1783
1635,CHEMBL1694,BENAZEPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,0.05119811041214179,0.0035760964,0.22142544,0.16948256,1909,1296,2070
1636,CHEMBL184,ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0.05115720216772613,0.19364059,0.03846175,0.017976081,493,2307,2749
1637,CHEMBL1456,MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0.05112543496398496,0.0043119686,0.0313051,0.98996603,1829,2398,218
1638,CHEMBL1739,METOCURINE IODIDE,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],0.05095264287063636,0.041636378,0.0031779625,0.99972004,1049,3025,29
1639,CHEMBL1200461,MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,0.05079263510055476,0.012291319,0.031065399,0.34318376,1456,2401,1663
1640,CHEMBL1564,DIPHENYLPYRALINE HYDROCHLORIDE,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,0.05073990617988042,0.0066332337,0.027467066,0.7169871,1675,2448,1073
1641,CHEMBL746,NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.050606898719230596,0.053509526,0.19265673,0.012572275,952,1414,2804
1642,CHEMBL284348,DALFAMPRIDINE,Nc1ccncc1,0.05049047087366476,0.032922275,0.05809109,0.06730214,1123,2110,2475
1643,CHEMBL521606,NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.050333522287037,0.012928886,0.009920712,0.994187,1442,2796,148
1644,CHEMBL589,ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0.05029856039633718,0.11540286,0.0011042199,0.99860674,627,3155,62
1645,CHEMBL81,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.04997562793501028,0.0055370103,0.21311343,0.10577636,1737,1329,2309
1646,CHEMBL256907,MARAVIROC,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.0498184213989083,0.0020394586,0.112232365,0.5401779,2124,1763,1334
1647,CHEMBL1697686,CLOFOREX,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,0.049806818298758125,0.0028741334,0.31996006,0.13435805,2003,1010,2201
1648,CHEMBL126,LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.04979804749983497,0.0025536425,0.08726854,0.5541395,2045,1890,1316
1649,CHEMBL1200544,CEPHALEXIN,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O,0.04977601253959254,0.0031916304,0.49387324,0.0782406,1955,643,2428
1650,CHEMBL1200578,THEOPHYLLINE SODIUM GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],0.049757781425119614,0.11008485,0.17503926,0.006393226,650,1482,2910
1651,CHEMBL1200434,OXTRIPHYLLINE,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O,0.04961489922563086,0.14789152,0.0342987,0.024077721,554,2363,2703
1652,CHEMBL623,NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.049570559626941325,0.0077290884,0.019007325,0.8291292,1617,2589,857
1653,CHEMBL277535,BIFONAZOLE,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,0.049542016465357,0.14021586,0.12171585,0.007124868,568,1712,2892
1654,CHEMBL454,BUTALBITAL,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,0.04943548103349031,0.0026796397,0.33797628,0.13339932,2036,963,2207
1655,CHEMBL1200813,ACEBUTOLOL HYDROCHLORIDE,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,0.0493900708521947,0.00056034775,0.23703136,0.9071005,2548,1242,664
1656,CHEMBL1378,THIETHYLPERAZINE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,0.04927914058260492,0.011548152,0.010414667,0.99501896,1476,2778,127
1657,CHEMBL1334078,SODIUM HYPOCHLORITE,[Na+].[O-]Cl,0.049003066607059866,0.026043378,0.34533253,0.013083832,1193,940,2799
1658,CHEMBL1200610,LORACARBEF,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O,0.04893690044073692,0.0040062577,0.3408278,0.0858293,1865,951,2398
1659,CHEMBL1727,CEPHALEXIN ANHYDROUS,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.04886864770614141,0.002955839,0.4425233,0.089222424,1992,725,2383
1660,CHEMBL838,BENAZEPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,0.048859303371476905,0.003351492,0.20870644,0.16675071,1936,1349,2081
1661,CHEMBL569713,SCOPOLAMINE,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.04885914950829742,0.0017522082,0.097203106,0.68481284,2179,1834,1111
1662,CHEMBL7568,QUINACRINE,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.04854955902029479,0.030974371,0.0693114,0.053302627,1141,2031,2553
1663,CHEMBL46917,CARBARIL,CNC(=O)Oc1cccc2ccccc12,0.04842566491628983,0.017050287,0.41846368,0.01591612,1341,774,2769
1664,CHEMBL1201347,ANILERIDINE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,0.048348035085859976,0.00046958195,0.4739544,0.5077951,2608,676,1378
1665,CHEMBL3544909,CALCIFEDIOL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.O,0.048341361373074654,0.0020842499,0.07965034,0.68048584,2116,1948,1122
1666,CHEMBL1200347,ISOPROPAMIDE IODIDE,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],0.04829001767920619,0.008514753,0.040095847,0.32983792,1590,2284,1692
1667,CHEMBL1213351,PROPOXYPHENE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0.04827791110905253,0.012686547,0.02828349,0.31359497,1449,2441,1729
1668,CHEMBL557555,CIPROFIBRATE,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0.048270209380252754,0.023065012,0.05107065,0.09548001,1241,2170,2354
1669,CHEMBL1237104,PROPOXYPHENE HYDROCHLORIDE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl,0.04819863350402468,0.012671737,0.031897824,0.27701727,1450,2390,1801
1670,CHEMBL1201212,MIDODRINE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.048145172391869356,0.011561778,0.027871761,0.34631333,1475,2442,1656
1671,CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,0.04809702710240554,0.0012950888,0.08687084,0.98896563,2281,1894,224
1672,CHEMBL1698,BUPROPION HYDROCHLORIDE,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,0.04804483651917459,0.032018833,0.15603125,0.02219847,1130,1552,2717
1673,CHEMBL1068,OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,0.04793949944273428,0.019160641,0.05668141,0.10144481,1305,2121,2326
1674,CHEMBL1013,LORACARBEF ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,0.04790284899190055,0.003784028,0.29876348,0.097230434,1882,1059,2349
1675,CHEMBL2105941,AMOBARBITAL SODIUM,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],0.047877175914693364,0.0009998735,0.4368791,0.25123447,2371,735,1850
1676,CHEMBL821,GUANIDINE,N=C(N)N,0.0478139349732562,0.00055334216,0.26102635,0.75680745,2556,1172,1008
1677,CHEMBL894,BUPROPION,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.04778963407545362,0.030076513,0.160256,0.022644322,1151,1537,2713
1678,CHEMBL591,ETHCHLORVYNOL,C#CC(O)(/C=C/Cl)CC,0.04778365405713078,0.011693048,0.6073113,0.015363812,1471,481,2771
1679,CHEMBL4297088,CHLORHEXIDINE GLUCONATE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.04778335072507374,0.00011198609,0.97737044,0.9967962,2972,42,95
1680,CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,0.047735112455640966,0.0049250643,0.029904416,0.7385274,1778,2416,1039
1681,CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.047689607089142334,0.007600757,0.17085001,0.08352171,1627,1499,2404
1682,CHEMBL1200852,PENICILLIN V POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],0.04756687925888528,0.0029014756,0.2562459,0.14475653,1996,1184,2158
